Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code,FSA
159103,2018-02-25T10:30:00.000Z,2018-02-25T10:31:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,36,Newtonbrook West (36),146666,43.7924118,-79.445755,M2R 3W9,M2R
32404,2018-11-21T12:15:00.000Z,2018-11-21T20:24:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),29534,43.7416763,-79.3263397,M3A 1E6,M3A
91529,2018-11-20T02:00:00.000Z,2018-11-20T03:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),84891,43.7625923,-79.3353043,M3A 2E6,M3A
18282,2018-02-20T09:30:00.000Z,2018-02-20T15:57:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),16349,43.7509193,-79.3156357,M3A 2P5,M3A
33328,2018-11-23T09:30:00.000Z,2018-11-23T18:43:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),30990,43.7509193,-79.3156357,M3A 2P5,M3A
20912,2018-10-04T00:00:00.000Z,2018-10-04T22:17:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),19500,43.7553139,-79.33461,M3A 2R7,M3A
83204,2018-05-02T13:16:00.000Z,2018-05-02T13:16:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),76627,43.7519875,-79.3337021,M3A 2T1,M3A
87259,2018-07-18T22:25:00.000Z,2018-07-18T22:25:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),80383,43.7519875,-79.3337021,M3A 2T1,M3A
145232,2018-05-03T17:00:00.000Z,2018-05-03T17:08:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),134819,43.7519875,-79.3337021,M3A 2T1,M3A
151498,2018-10-30T08:30:00.000Z,2018-10-30T09:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),139905,43.7519875,-79.3337021,M3A 2T1,M3A
151499,2018-10-30T08:30:00.000Z,2018-10-30T09:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),139961,43.7519875,-79.3337021,M3A 2T1,M3A
161131,2018-12-27T14:30:00.000Z,2018-12-28T21:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,45,Parkwoods-Donalda (45),148912,43.7617912,-79.3228989,M3A 2W1,M3A
84859,2018-04-15T23:30:00.000Z,2018-04-15T23:35:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D41,119,Wexford/Maryvale (119),78711,43.7630234,-79.3175278,M3A 2Y7,M3A
144485,2018-06-24T09:40:00.000Z,2018-06-24T09:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D41,119,Wexford/Maryvale (119),133775,43.7630234,-79.3175278,M3A 2Y7,M3A
20599,2018-09-10T17:00:00.000Z,2018-09-11T15:13:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),18907,43.7652893,-79.3469543,M3A 3A4,M3A
21381,2018-09-05T09:30:00.000Z,2018-09-05T15:43:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),19058,43.7401962,-79.3284454,M3A 3P9,M3A
32397,2018-09-05T11:00:00.000Z,2018-09-06T21:36:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,45,Parkwoods-Donalda (45),29528,43.7401962,-79.3284454,M3A 3P9,M3A
86122,2018-08-26T00:04:00.000Z,2018-08-26T01:04:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),79126,43.7187347,-79.3349533,M3C,M3C
20360,2018-05-20T17:26:00.000Z,2018-05-20T17:26:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),18065,43.7183647,-79.3314056,M3C 1G4,M3C
93075,2018-12-09T13:23:00.000Z,2018-12-09T13:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),86035,43.7183647,-79.3314056,M3C 1G4,M3C
20028,2018-03-12T01:10:00.000Z,2018-03-12T01:14:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),18969,43.7190323,-79.3285294,M3C 1H1,M3C
88112,2018-08-13T20:50:00.000Z,2018-08-14T21:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),81092,43.7190323,-79.3285294,M3C 1H1,M3C
16370,2018-03-26T15:30:00.000Z,2018-04-07T07:14:00.000Z,Apartment,2120,200,B&E,Break and Enter,D33,42,Banbury-Don Mills (42),15349,43.7273483,-79.3277893,M3C 1K6,M3C
33057,2018-11-23T23:00:00.000Z,2018-11-23T23:09:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,42,Banbury-Don Mills (42),30191,43.7286072,-79.3395004,M3C 1M6,M3C
19589,2018-03-01T19:00:00.000Z,2018-10-11T19:44:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),17100,43.7165794,-79.3303757,M3C 1Z7,M3C
160604,2018-10-14T13:00:00.000Z,2018-10-14T13:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),147477,43.7165794,-79.3303757,M3C 1Z7,M3C
160605,2018-10-14T13:00:00.000Z,2018-10-14T13:10:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),147478,43.7165794,-79.3303757,M3C 1Z7,M3C
90094,2018-10-26T00:30:00.000Z,2018-10-26T01:07:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D33,42,Banbury-Don Mills (42),83620,43.7295837,-79.3487701,M3C 1Z9,M3C
145952,2018-01-23T22:05:00.000Z,2018-01-23T22:05:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),134003,43.7185402,-79.3263168,M3C 3A3,M3C
101960,2018-02-01T06:00:00.000Z,2018-10-12T00:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,44,Flemingdon Park (44),94489,43.7126236,-79.3277817,M3C 3E7,M3C
159876,2018-06-09T14:00:00.000Z,2018-06-09T23:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,33,Clanton Park (33),147279,43.735714,-79.4420319,M3H 1T5,M3H
17262,2018-03-01T23:34:00.000Z,2018-03-01T23:35:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,33,Clanton Park (33),15178,43.7347565,-79.4464417,M3H 1V1,M3H
18994,2018-07-01T12:00:00.000Z,2018-08-26T22:04:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,38,Lansing-Westgate (38),17912,43.7451668,-79.4360046,M3H 2B5,M3H
19088,2018-07-03T13:11:00.000Z,2018-07-03T13:55:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,34,Bathurst Manor (34),17823,43.7556953,-79.4369888,M3H 2R9,M3H
88182,2018-11-06T23:00:00.000Z,2018-11-06T23:03:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,38,Lansing-Westgate (38),81629,43.7426491,-79.435318,M3H 3N5,M3H
86483,2018-08-29T16:15:00.000Z,2018-08-31T16:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,38,Lansing-Westgate (38),80815,43.7418022,-79.4350891,M3H 3N6,M3H
141174,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130016,43.7577782,-79.4390411,M3H 3S2,M3H
141175,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130017,43.7577782,-79.4390411,M3H 3S2,M3H
141176,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130018,43.7577782,-79.4390411,M3H 3S2,M3H
141177,2018-01-31T16:45:00.000Z,2018-01-31T16:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,34,Bathurst Manor (34),130021,43.7577782,-79.4390411,M3H 3S2,M3H
19597,2018-10-24T21:10:00.000Z,2018-10-25T13:33:00.000Z,Apartment,2120,200,B&E,Break and Enter,D32,38,Lansing-Westgate (38),17108,43.7514954,-79.4375229,M3H 5Y8,M3H
17275,2018-07-08T04:25:00.000Z,2018-07-08T04:25:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),15191,43.7663727,-79.5045166,M3J 0A4,M3J
107359,2018-12-30T17:00:00.000Z,2018-12-30T17:26:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),99309,43.7666321,-79.5031815,M3J 0A8,M3J
21238,2018-09-19T16:00:00.000Z,2018-09-19T17:18:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),19160,43.7572327,-79.4916916,M3J 1E4,M3J
33132,2018-12-16T15:22:00.000Z,2018-12-16T15:22:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),30487,43.7697906,-79.5033875,M3J 2S5,M3J
18628,2018-03-20T17:55:00.000Z,2018-03-20T17:55:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),17336,43.765274,-79.4936829,M3J 2S8,M3J
21036,2018-06-11T11:50:00.000Z,2018-06-11T11:50:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D32,27,York University Heights (27),19806,43.7517586,-79.4637299,M3J 3E5,M3J
16423,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15744,43.7767487,-79.4988632,M3J 3L9,M3J
16424,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15745,43.7767487,-79.4988632,M3J 3L9,M3J
16425,2018-03-04T14:54:00.000Z,2018-03-04T14:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),15746,43.7767487,-79.4988632,M3J 3L9,M3J
32270,2018-12-22T01:00:00.000Z,2018-12-23T16:22:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,27,York University Heights (27),29903,43.76754,-79.4990463,M3J 3P7,M3J
32024,2018-09-06T23:13:00.000Z,2018-09-06T23:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),29179,43.7665749,-79.4997482,M3J 3R4,M3J
98667,2018-05-11T20:45:00.000Z,2018-05-11T20:46:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),91093,43.7652512,-79.5037689,M3J 3S5,M3J
150366,2018-09-01T10:00:00.000Z,2018-09-03T20:46:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),138376,43.7653809,-79.5026703,M3J 3S5,M3J
86901,2018-08-24T05:23:00.000Z,2018-08-24T05:37:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),80041,43.7274742,-79.4800797,M3K 1G7,M3K
151336,2018-08-28T00:00:00.000Z,2018-09-06T18:59:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),139029,43.7480812,-79.5080566,M3L,M3L
158980,2018-02-03T04:20:00.000Z,2018-02-03T04:38:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),146370,43.7198334,-79.5138016,M3L 1A5,M3L
158981,2018-02-03T04:20:00.000Z,2018-02-03T04:38:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),146371,43.7198334,-79.5138016,M3L 1A5,M3L
20554,2018-01-01T00:01:00.000Z,2018-06-11T19:06:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),18861,43.7190971,-79.5168457,M3L 1A9,M3L
20555,2018-01-01T00:01:00.000Z,2018-06-11T19:06:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),18863,43.7190971,-79.5168457,M3L 1A9,M3L
85646,2018-06-20T08:20:00.000Z,2018-06-20T08:50:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),79411,43.7265663,-79.5180893,M3L 1E6,M3L
17029,2018-06-07T06:23:00.000Z,2018-06-07T06:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),15975,43.7223396,-79.5148697,M3L 1G3,M3L
31703,2018-10-31T14:15:00.000Z,2018-10-31T14:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),28244,43.7247734,-79.5104294,M3L 1K3,M3L
80655,2018-03-11T11:30:00.000Z,2018-03-22T15:49:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),74548,43.7247734,-79.5104294,M3L 1K3,M3L
93850,2018-12-02T18:00:00.000Z,2018-12-03T17:42:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),86915,43.7247734,-79.5104294,M3L 1K3,M3L
19509,2018-09-02T07:30:00.000Z,2018-09-02T07:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),17030,43.7255173,-79.5132065,M3L 1L6,M3L
21413,2018-03-11T18:30:00.000Z,2018-03-19T14:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),19084,43.7255173,-79.5132065,M3L 1L6,M3L
20819,2018-11-03T22:10:00.000Z,2018-11-03T22:16:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),19893,43.7255173,-79.5132065,M3L 1L6,M3L
20632,2018-06-10T11:00:00.000Z,2018-06-10T23:57:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),18111,43.7255173,-79.5132065,M3L 1L6,M3L
30862,2018-02-06T21:49:00.000Z,2018-02-06T21:49:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),28337,43.7255173,-79.5132065,M3L 1L6,M3L
30863,2018-02-06T21:49:00.000Z,2018-02-06T21:49:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),28338,43.7255173,-79.5132065,M3L 1L6,M3L
83777,2018-07-07T07:03:00.000Z,2018-07-07T07:03:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),77743,43.7255173,-79.5132065,M3L 1L6,M3L
85583,2018-07-16T01:53:00.000Z,2018-07-16T01:53:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),79764,43.7255173,-79.5132065,M3L 1L6,M3L
101948,2018-08-20T14:11:00.000Z,2018-08-20T14:11:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),94479,43.7255173,-79.5132065,M3L 1L6,M3L
145235,2018-05-22T22:40:00.000Z,2018-05-22T22:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),134821,43.7255173,-79.5132065,M3L 1L6,M3L
143037,2018-08-23T21:30:00.000Z,2018-09-24T12:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),132563,43.7255173,-79.5132065,M3L 1L6,M3L
154166,2018-11-17T20:15:00.000Z,2018-11-17T20:15:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),142345,43.7255173,-79.5132065,M3L 1L6,M3L
17187,2018-03-09T20:00:00.000Z,2018-03-09T22:27:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,26,Downsview-Roding-CFB (26),15114,43.7255173,-79.5132065,M3L 1L6,M3L
20066,2018-04-27T15:45:00.000Z,2018-05-01T14:29:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,26,Downsview-Roding-CFB (26),18113,43.7255173,-79.5132065,M3L 1L6,M3L
31639,2018-09-06T14:00:00.000Z,2018-09-06T14:01:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),28181,43.7348328,-79.5107422,M3L 1M4,M3L
146988,2018-05-23T17:00:00.000Z,2018-05-28T14:30:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),135441,43.7416801,-79.5062943,M3L 2C4,M3L
31955,2018-04-08T00:01:00.000Z,2018-04-08T03:20:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),29121,43.7248955,-79.5096054,M3M 1A5,M3M
84844,2018-02-24T00:15:00.000Z,2018-02-24T02:11:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),78204,43.7227821,-79.4993896,M3M 1C1,M3M
20793,2018-09-19T11:15:00.000Z,2018-09-20T17:17:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,26,Downsview-Roding-CFB (26),19869,43.7233582,-79.4967728,M3M 1H5,M3M
32299,2018-11-01T00:00:00.000Z,2018-11-01T00:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),29928,43.7300453,-79.5086136,M3M 1N6,M3M
107269,2018-10-31T12:00:00.000Z,2018-11-02T09:55:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),99127,43.7327728,-79.5039444,M3M 1S5,M3M
142065,2018-02-05T18:30:00.000Z,2018-02-06T11:56:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),131869,43.7309074,-79.499382,M3M 2P6,M3M
154859,2018-07-01T00:01:00.000Z,2018-12-04T11:49:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,26,Downsview-Roding-CFB (26),142494,43.7373734,-79.4907761,M3M 2S4,M3M
19920,2018-05-01T23:00:00.000Z,2018-05-02T15:41:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),18461,43.7446022,-79.4922409,M3M 2X8,M3M
87513,2018-04-13T22:13:00.000Z,2018-04-13T22:13:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),81247,43.7446022,-79.4922409,M3M 2X8,M3M
87658,2018-05-23T11:00:00.000Z,2018-05-28T11:03:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,27,York University Heights (27),81166,43.7439919,-79.4919891,M3M 3K1,M3M
20728,2018-04-27T21:25:00.000Z,2018-04-27T21:26:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),18690,43.7544861,-79.5181274,M3N 1K9,M3N
90318,2018-08-23T20:00:00.000Z,2018-08-23T20:02:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),83319,43.7544861,-79.5181274,M3N 1K9,M3N
95141,2018-11-04T21:00:00.000Z,2018-12-14T17:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),87201,43.7544861,-79.5181274,M3N 1K9,M3N
21911,2018-10-17T22:30:00.000Z,2018-10-18T21:35:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,25,Glenfield-Jane Heights (25),20356,43.7544861,-79.5181274,M3N 1K9,M3N
144635,2018-10-01T10:00:00.000Z,2018-11-10T22:41:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),133200,43.7667732,-79.5218735,M3N 1S3,M3N
31904,2018-06-30T02:00:00.000Z,2018-06-30T02:00:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),29066,43.769165,-79.5187607,M3N 1T4,M3N
91824,2018-12-25T04:29:00.000Z,2018-12-25T04:29:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),85635,43.7412071,-79.5186005,M3N 2A5,M3N
155459,2018-05-16T00:00:00.000Z,2018-06-26T01:11:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),143459,43.7528725,-79.5192413,M3N 2B9,M3N
157178,2018-09-20T12:00:00.000Z,2018-09-21T16:27:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),145344,43.7528725,-79.5192413,M3N 2B9,M3N
80805,2018-03-17T18:00:00.000Z,2018-03-17T18:24:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),74066,43.7733574,-79.5251846,M3N 2G3,M3N
158532,2018-02-25T06:14:00.000Z,2018-02-25T06:14:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),146961,43.7733574,-79.5251846,M3N 2G3,M3N
158533,2018-02-25T06:14:00.000Z,2018-02-25T06:14:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),146962,43.7733574,-79.5251846,M3N 2G3,M3N
21917,2018-11-10T18:30:00.000Z,2018-11-10T22:01:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,24,Black Creek (24),20575,43.771244,-79.522522,M3N 2H3,M3N
32343,2018-11-22T12:00:00.000Z,2018-11-22T12:04:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),29481,43.7507401,-79.5160751,M3N 2J4,M3N
30790,2018-01-13T18:30:00.000Z,2018-01-13T18:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),28774,43.7522507,-79.5129395,M3N 2M6,M3N
30791,2018-01-13T18:30:00.000Z,2018-01-13T18:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),28775,43.7522507,-79.5129395,M3N 2M6,M3N
30792,2018-01-13T18:30:00.000Z,2018-01-13T18:47:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),28776,43.7522507,-79.5129395,M3N 2M6,M3N
22074,2018-08-09T22:25:00.000Z,2018-08-10T08:08:00.000Z,Apartment,2120,200,B&E,Break and Enter,D31,24,Black Creek (24),20631,43.7682648,-79.5229645,M3N 2W2,M3N
18316,2018-03-17T23:29:00.000Z,2018-03-17T23:29:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),16110,43.7524185,-79.5168991,M3N 2W8,M3N
88349,2018-06-24T22:00:00.000Z,2018-06-24T22:23:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,25,Glenfield-Jane Heights (25),81777,43.7524185,-79.5168991,M3N 2W8,M3N
158262,2018-01-01T15:48:00.000Z,2018-01-01T15:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D31,24,Black Creek (24),145126,43.7660446,-79.511673,M3N 2Y7,M3N
86119,2018-08-31T20:26:00.000Z,2018-08-31T22:40:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,61,Taylor-Massey (61),79363,43.6982498,-79.2970734,M4B 1A4,M4B
143537,2018-03-25T00:30:00.000Z,2018-03-25T11:09:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),132917,43.7027092,-79.3130722,M4B 1K1,M4B
32532,2018-12-29T05:28:00.000Z,2018-12-29T05:28:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),29637,43.7075424,-79.3032455,M4B 1N4,M4B
91399,2018-10-30T23:02:00.000Z,2018-10-30T23:02:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),84973,43.7148132,-79.3041077,M4B 2C4,M4B
21399,2018-08-01T19:00:00.000Z,2018-08-03T02:45:00.000Z,Apartment,2120,200,B&E,Break and Enter,D54,54,O'Connor-Parkview (54),19071,43.7148132,-79.3041077,M4B 2C4,M4B
143858,2018-05-25T00:01:00.000Z,2018-05-25T00:54:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),132089,43.7022591,-79.2969284,M4B 2E6,M4B
88046,2018-08-14T00:43:00.000Z,2018-08-14T00:43:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),81019,43.7022209,-79.297287,M4B 2E8,M4B
92770,2018-11-26T09:30:00.000Z,2018-11-26T09:50:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),85712,43.7022209,-79.297287,M4B 2E8,M4B
159896,2018-07-01T21:48:00.000Z,2018-07-02T00:43:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),147297,43.7022209,-79.297287,M4B 2E8,M4B
31469,2018-07-06T23:13:00.000Z,2018-07-06T23:13:00.000Z,Apartment,2120,200,B&E,Break and Enter,D54,54,O'Connor-Parkview (54),28093,43.7022209,-79.297287,M4B 2E8,M4B
83187,2018-04-21T11:00:00.000Z,2018-04-21T16:51:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),76592,43.7083473,-79.3106537,M4B 2T1,M4B
154278,2018-04-25T07:00:00.000Z,2018-04-29T14:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),142915,43.7083473,-79.3106537,M4B 2T1,M4B
84853,2018-03-24T05:48:00.000Z,2018-03-24T05:48:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,54,O'Connor-Parkview (54),78345,43.7076988,-79.297905,M4B 2X2,M4B
21056,2018-08-11T20:30:00.000Z,2018-08-11T20:45:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),19826,43.7159882,-79.3049393,M4B 3P4,M4B
30956,2018-05-25T13:30:00.000Z,2018-05-25T13:39:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),28690,43.7159882,-79.3049393,M4B 3P4,M4B
76757,2018-01-06T15:00:00.000Z,2018-01-06T15:05:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),70440,43.7159882,-79.3049393,M4B 3P4,M4B
81364,2018-04-11T13:25:00.000Z,2018-04-11T13:29:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),75572,43.7159882,-79.3049393,M4B 3P4,M4B
82459,2018-04-11T13:25:00.000Z,2018-04-11T13:29:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),76047,43.7159882,-79.3049393,M4B 3P4,M4B
140001,2018-07-22T12:30:00.000Z,2018-07-22T14:02:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),129285,43.7159882,-79.3049393,M4B 3P4,M4B
140002,2018-07-22T12:30:00.000Z,2018-07-22T14:02:00.000Z,Apartment,1420,100,Assault With Weapon,Assault,D54,43,Victoria Village (43),129295,43.7159882,-79.3049393,M4B 3P4,M4B
