,Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
9597,83672,2018-07-22T00:10:00.000Z,2018-07-22T00:10:00.000Z,Outside,1430,100,Assault,Assault,D52,78,Kensington-Chinatown (78),77981,43.6501961,-79.3897552,
9598,83684,2018-01-31T17:15:00.000Z,2018-01-31T17:22:00.000Z,Outside,1430,100,Assault,Assault,D32,27,York University Heights (27),77993,43.7664948,-79.4775314,
9599,83688,2018-02-06T09:53:00.000Z,2018-02-06T09:54:00.000Z,Outside,1430,100,Assault,Assault,D53,98,Rosedale-Moore Park (98),77996,43.6880836,-79.3941422,
9600,82422,2018-04-21T05:00:00.000Z,2018-04-22T19:30:00.000Z,Outside,1430,100,Assault,Assault,D14,81,Trinity-Bellwoods (81),76012,43.6453667,-79.4131927,
9601,82423,2018-03-21T11:46:00.000Z,2018-03-21T11:46:00.000Z,Outside,1430,100,Assault,Assault,D31,27,York University Heights (27),76013,43.7719917,-79.4932404,
9602,82428,2018-03-22T01:05:00.000Z,2018-03-22T01:10:00.000Z,Outside,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),76018,43.7105942,-79.393898,
9603,82434,2018-03-16T16:00:00.000Z,2018-03-16T16:06:00.000Z,Outside,1430,100,Assault,Assault,D41,125,Ionview (125),76024,43.7322044,-79.2679291,
9604,82465,2018-06-16T06:15:00.000Z,2018-06-16T07:28:00.000Z,Outside,1430,100,Assault,Assault,D54,61,Taylor-Massey (61),76053,43.6931458,-79.2912979,
9605,82480,2018-06-14T17:44:00.000Z,2018-06-14T17:44:00.000Z,Outside,1430,100,Assault,Assault,D53,55,Thorncliffe Park (55),76068,43.7032127,-79.3466263,
9606,82222,2018-05-29T17:15:00.000Z,2018-05-30T00:46:00.000Z,Outside,1430,100,Assault,Assault,D32,50,Newtonbrook East (50),76123,43.7870712,-79.4173508,
9607,82281,2018-06-07T08:41:00.000Z,2018-06-07T08:41:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),76181,43.6581726,-79.3723907,
9608,82955,2018-07-09T13:05:00.000Z,2018-07-09T13:08:00.000Z,Outside,1430,100,Assault,Assault,D51,71,Cabbagetown-South St.James Town (71),76229,43.6650581,-79.3683014,
9609,82634,2018-05-26T09:00:00.000Z,2018-05-30T15:00:00.000Z,Outside,1430,100,Assault,Assault,D41,121,Oakridge (121),76235,43.6928711,-79.2890244,
9610,83174,2018-04-08T04:50:00.000Z,2018-04-08T04:56:00.000Z,Outside,1430,100,Assault,Assault,D14,78,Kensington-Chinatown (78),76261,43.6562881,-79.4017639,
9611,82367,2018-04-20T20:30:00.000Z,2018-04-21T12:11:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),76320,43.6533813,-79.3691483,
9612,82368,2018-03-23T10:00:00.000Z,2018-03-23T11:09:00.000Z,Outside,1430,100,Assault,Assault,D43,135,Morningside (135),76321,43.7879753,-79.2083435,
9613,82375,2018-03-31T23:15:00.000Z,2018-03-31T23:35:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),76326,43.6582947,-79.3710327,
9614,82379,2018-04-06T15:35:00.000Z,2018-04-06T15:41:00.000Z,Outside,1430,100,Assault,Assault,D11,83,Dufferin Grove (83),76330,43.651577,-79.4375916,
9615,82746,2018-05-07T14:30:00.000Z,2018-05-08T09:38:00.000Z,Outside,1430,100,Assault,Assault,D13,92,Corso Italia-Davenport (92),76372,43.6729927,-79.4409943,
9616,82961,2018-04-09T15:38:00.000Z,2018-04-09T15:38:00.000Z,Outside,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),76375,43.7401085,-79.3033981,
9617,82962,2018-04-09T15:38:00.000Z,2018-04-09T15:38:00.000Z,Outside,1430,100,Assault,Assault,D41,119,Wexford/Maryvale (119),76380,43.7401085,-79.3033981,
9618,82895,2018-03-31T18:12:00.000Z,2018-03-31T18:17:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),76425,43.6548309,-79.3764572,
9619,82912,2018-04-08T13:29:00.000Z,2018-04-08T13:29:00.000Z,Outside,1430,100,Assault,Assault,D22,19,Long Branch (19),76441,43.5995789,-79.5270386,
9620,82939,2018-07-08T00:27:00.000Z,2018-07-08T01:59:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),76466,43.8080292,-79.2665024,
9621,83071,2018-03-31T02:30:00.000Z,2018-03-31T02:33:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),76482,43.6529732,-79.382637,
9622,83185,2018-04-21T16:05:00.000Z,2018-04-21T16:08:00.000Z,Outside,1430,100,Assault,Assault,D14,95,Annex (95),76503,43.664341,-79.414856,
9623,82971,2018-04-17T19:00:00.000Z,2018-04-17T19:07:00.000Z,Outside,1430,100,Assault,Assault,D33,40,St.Andrew-Windfields (40),76509,43.7534943,-79.3574905,
9624,83014,2018-04-28T18:00:00.000Z,2018-05-07T11:44:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),76551,43.7795486,-79.2329788,
9625,83049,2018-07-13T14:19:00.000Z,2018-07-16T08:42:00.000Z,Outside,1430,100,Assault,Assault,D51,77,Waterfront Communities-The Island (77),76581,43.6484451,-79.3737869,
9626,83054,2018-05-01T08:30:00.000Z,2018-05-01T12:11:00.000Z,Outside,1430,100,Assault,Assault,D23,2,Mount Olive-Silverstone-Jamestown (2),76586,43.7410965,-79.5892334,
9627,83078,2018-04-06T21:12:00.000Z,2018-04-06T21:12:00.000Z,Outside,1430,100,Assault,Assault,D53,95,Annex (95),76603,43.6705627,-79.3898468,
9628,83191,2018-03-31T11:30:00.000Z,2018-04-02T13:00:00.000Z,Outside,1430,100,Assault,Assault,D13,102,Forest Hill North (102),76610,43.6985168,-79.4371872,
9629,83211,2018-04-01T11:10:00.000Z,2018-04-01T11:11:00.000Z,Outside,1430,100,Assault,Assault,D55,64,Woodbine Corridor (64),76634,43.6750526,-79.3187332,
9630,83234,2018-07-15T23:15:00.000Z,2018-07-15T23:16:00.000Z,Outside,1430,100,Assault,Assault,D33,45,Parkwoods-Donalda (45),76657,43.7646408,-79.3446503,
9631,83235,2018-07-15T23:15:00.000Z,2018-07-15T23:16:00.000Z,Outside,1430,100,Assault,Assault,D33,45,Parkwoods-Donalda (45),76658,43.7646408,-79.3446503,
9632,83250,2018-05-11T15:15:00.000Z,2018-05-13T19:30:00.000Z,Outside,1430,100,Assault,Assault,D23,8,Humber Heights-Westmount (8),76673,43.6903992,-79.5301743,
9633,83107,2018-04-02T14:39:00.000Z,2018-04-02T14:39:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),76729,43.7725258,-79.2328262,
9634,83112,2018-04-09T19:40:00.000Z,2018-04-09T19:40:00.000Z,Outside,1430,100,Assault,Assault,D42,132,Malvern (132),76734,43.793129,-79.236557,
9635,82583,2018-03-21T16:50:00.000Z,2018-03-21T17:07:00.000Z,Outside,1430,100,Assault,Assault,D31,21,Humber Summit (21),76827,43.7648773,-79.5453644,
9636,82589,2018-02-21T15:00:00.000Z,2018-03-17T13:24:00.000Z,Outside,1430,100,Assault,Assault,D42,132,Malvern (132),76833,43.797287,-79.1988373,
9637,82594,2018-03-21T11:45:00.000Z,2018-03-26T12:18:00.000Z,Outside,1430,100,Assault,Assault,D14,78,Kensington-Chinatown (78),76838,43.6485405,-79.3974152,
9638,82595,2018-03-14T15:00:00.000Z,2018-03-27T14:46:00.000Z,Outside,1430,100,Assault,Assault,D42,132,Malvern (132),76839,43.7935562,-79.2344971,
9639,82596,2018-03-21T17:05:00.000Z,2018-03-21T17:20:00.000Z,Outside,1430,100,Assault,Assault,D23,8,Humber Heights-Westmount (8),76840,43.6946144,-79.5173416,
9640,82603,2018-03-22T12:30:00.000Z,2018-03-22T12:36:00.000Z,Outside,1430,100,Assault,Assault,D14,85,South Parkdale (85),76847,43.6371803,-79.4360352,
9641,82777,2018-03-22T09:14:00.000Z,2018-03-22T09:14:00.000Z,Outside,1430,100,Assault,Assault,D52,78,Kensington-Chinatown (78),76869,43.6563072,-79.3983459,
9642,82834,2018-01-20T00:01:00.000Z,2018-03-31T11:54:00.000Z,Outside,1430,100,Assault,Assault,D55,64,Woodbine Corridor (64),76924,43.6688919,-79.3176498,
9643,82729,2018-03-21T11:00:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),76995,43.6833916,-79.2939453,
9644,82730,2018-03-21T11:00:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),76996,43.6833916,-79.2939453,
9645,82731,2018-03-21T11:00:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),76997,43.6833916,-79.2939453,
9646,82732,2018-03-21T11:00:00.000Z,2018-03-21T15:11:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),76998,43.6833916,-79.2939453,
9647,82734,2018-03-31T19:29:00.000Z,2018-03-31T19:29:00.000Z,Outside,1430,100,Assault,Assault,D33,52,Bayview Village (52),77000,43.7693825,-79.3886642,
9648,86332,2018-09-16T23:20:00.000Z,2018-09-16T23:20:00.000Z,Outside,1430,100,Assault,Assault,D32,50,Newtonbrook East (50),79004,43.7998772,-79.4073715,
9649,86333,2018-09-16T23:20:00.000Z,2018-09-16T23:20:00.000Z,Outside,1430,100,Assault,Assault,D32,50,Newtonbrook East (50),79005,43.7998772,-79.4073715,
9650,86334,2018-09-24T01:10:00.000Z,2018-09-24T01:19:00.000Z,Outside,1430,100,Assault,Assault,D52,79,University (79),79006,43.6646881,-79.3957443,
9651,86337,2018-08-05T23:30:00.000Z,2018-08-25T23:30:00.000Z,Outside,1430,100,Assault,Assault,D54,60,Woodbine-Lumsden (60),79009,43.6917953,-79.3154373,
9652,86345,2018-07-01T01:55:00.000Z,2018-07-03T07:56:00.000Z,Outside,1430,100,Assault,Assault,D22,17,Mimico (includes Humber Bay Shores) (17),79016,43.6229706,-79.4812088,
9653,86360,2018-05-28T09:49:00.000Z,2018-05-28T09:49:00.000Z,Outside,1430,100,Assault,Assault,D14,77,Waterfront Communities-The Island (77),79032,43.6376534,-79.3918915,
9654,86368,2018-06-10T21:40:00.000Z,2018-06-10T21:41:00.000Z,Outside,1430,100,Assault,Assault,D53,102,Forest Hill North (102),79040,43.7033386,-79.4259109,
9655,86379,2018-06-28T14:12:00.000Z,2018-08-26T14:12:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),79050,43.7622566,-79.2139359,
9656,86416,2018-07-13T12:40:00.000Z,2018-07-13T12:40:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),79089,43.6550179,-79.3672028,
9657,86417,2018-07-13T14:00:00.000Z,2018-07-13T14:35:00.000Z,Outside,1430,100,Assault,Assault,D22,14,Islington-City Centre West (14),79090,43.6460609,-79.5312042,
9658,86419,2018-07-18T00:33:00.000Z,2018-07-18T00:33:00.000Z,Outside,1430,100,Assault,Assault,D31,21,Humber Summit (21),79092,43.7499466,-79.5523148,
9659,86430,2018-05-22T19:53:00.000Z,2018-05-22T19:53:00.000Z,Outside,1430,100,Assault,Assault,D53,56,Leaside-Bennington (56),79100,43.7051086,-79.3749313,
9660,85486,2018-06-20T15:45:00.000Z,2018-06-20T16:25:00.000Z,Outside,1430,100,Assault,Assault,D33,47,Don Valley Village (47),79109,43.7862816,-79.3531418,
9661,85489,2018-06-20T14:00:00.000Z,2018-06-20T23:17:00.000Z,Outside,1430,100,Assault,Assault,D53,41,Bridle Path-Sunnybrook-York Mills (41),79127,43.7237129,-79.3794937,
9662,86239,2018-06-27T20:30:00.000Z,2018-06-28T12:42:00.000Z,Outside,1430,100,Assault,Assault,D32,51,Willowdale East (51),79157,43.7729797,-79.4138336,
9663,86251,2018-07-05T22:37:00.000Z,2018-07-06T01:30:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),79167,43.6529732,-79.382637,
9664,86257,2018-05-14T09:00:00.000Z,2018-05-14T09:18:00.000Z,Outside,1430,100,Assault,Assault,D31,24,Black Creek (24),79180,43.7659111,-79.5196915,
9665,86260,2018-05-22T16:05:00.000Z,2018-05-22T16:09:00.000Z,Outside,1430,100,Assault,Assault,D13,107,Oakwood Village (107),79183,43.6909752,-79.4378128,
9666,86261,2018-05-22T16:05:00.000Z,2018-05-22T16:09:00.000Z,Outside,1430,100,Assault,Assault,D13,107,Oakwood Village (107),79184,43.6909752,-79.4378128,
9667,86287,2018-05-20T19:44:00.000Z,2018-05-20T19:44:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),79207,43.656292,-79.3795776,
9668,86288,2018-05-20T20:45:00.000Z,2018-05-20T20:45:00.000Z,Outside,1430,100,Assault,Assault,D12,111,Rockcliffe-Smythe (111),79208,43.6762047,-79.4957047,
9669,86311,2018-08-18T19:00:00.000Z,2018-08-24T15:33:00.000Z,Outside,1430,100,Assault,Assault,D51,71,Cabbagetown-South St.James Town (71),79230,43.6670876,-79.3630829,
9670,86318,2018-09-24T16:30:00.000Z,2018-09-24T16:38:00.000Z,Outside,1430,100,Assault,Assault,D14,82,Niagara (82),79237,43.6414528,-79.4117432,
9671,86323,2018-08-31T19:00:00.000Z,2018-08-31T20:35:00.000Z,Outside,1430,100,Assault,Assault,D43,127,Bendale (127),79242,43.7506676,-79.2434616,
9672,85385,2018-02-24T00:21:00.000Z,2018-02-24T00:21:00.000Z,Outside,1430,100,Assault,Assault,D14,77,Waterfront Communities-The Island (77),79248,43.6469727,-79.401123,
9673,85817,2018-04-22T22:10:00.000Z,2018-04-23T12:19:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),79251,43.6459885,-79.3791351,
9674,86125,2018-08-25T11:40:00.000Z,2018-08-26T05:49:00.000Z,Outside,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),79255,43.7115326,-79.2629013,
9675,85386,2018-05-03T21:30:00.000Z,2018-05-03T21:46:00.000Z,Outside,1430,100,Assault,Assault,D43,139,Scarborough Village (139),79262,43.746727,-79.216835,
9676,86127,2018-08-26T13:20:00.000Z,2018-08-26T13:25:00.000Z,Outside,1430,100,Assault,Assault,D42,117,L'Amoreaux (117),79266,43.7963448,-79.327179,
9677,85821,2018-08-25T01:00:00.000Z,2018-08-25T01:08:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),79269,43.7725296,-79.249855,
9678,86052,2018-08-25T02:43:00.000Z,2018-08-25T03:29:00.000Z,Outside,1430,100,Assault,Assault,D52,77,Waterfront Communities-The Island (77),79299,43.6473236,-79.3928604,
9679,86058,2018-06-07T12:30:00.000Z,2018-06-13T12:44:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),79304,43.6582947,-79.3710327,
9680,86071,2018-08-24T14:24:00.000Z,2018-08-24T14:24:00.000Z,Outside,1430,100,Assault,Assault,D14,83,Dufferin Grove (83),79316,43.6571236,-79.4343109,
9681,86077,2018-08-24T19:10:00.000Z,2018-08-24T23:18:00.000Z,Outside,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),79322,43.7110786,-79.3993149,
9682,86080,2018-08-25T15:48:00.000Z,2018-08-25T16:14:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),79325,43.6544113,-79.3603516,
9683,86084,2018-08-26T01:44:00.000Z,2018-08-26T01:44:00.000Z,Outside,1430,100,Assault,Assault,D22,13,Etobicoke West Mall (13),79329,43.6384354,-79.5609207,
9684,86089,2018-08-31T01:30:00.000Z,2018-08-31T02:16:00.000Z,Outside,1430,100,Assault,Assault,D14,82,Niagara (82),79334,43.6326828,-79.4221725,
9685,86095,2018-08-25T21:10:00.000Z,2018-08-25T21:10:00.000Z,Outside,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),79340,43.6396904,-79.489502,
9686,86096,2018-08-25T23:53:00.000Z,2018-08-25T23:53:00.000Z,Outside,1430,100,Assault,Assault,D14,82,Niagara (82),79341,43.6386528,-79.4171066,
9687,86097,2018-08-24T20:01:00.000Z,2018-08-25T23:54:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),79342,43.6496162,-79.3821335,
9688,86112,2018-08-31T13:15:00.000Z,2018-08-31T16:54:00.000Z,Outside,1430,100,Assault,Assault,D53,95,Annex (95),79356,43.6680336,-79.397377,
9689,86115,2018-05-05T17:15:00.000Z,2018-05-06T21:36:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),79359,43.6492577,-79.386879,
9690,85624,2018-07-03T14:30:00.000Z,2018-07-03T16:38:00.000Z,Outside,1430,100,Assault,Assault,D53,95,Annex (95),79388,43.6747131,-79.3929214,
9691,85635,2018-05-28T22:20:00.000Z,2018-05-28T22:25:00.000Z,Outside,1430,100,Assault,Assault,D33,42,Banbury-Don Mills (42),79400,43.7340927,-79.3450012,
9692,85637,2018-05-29T09:22:00.000Z,2018-05-29T09:22:00.000Z,Outside,1430,100,Assault,Assault,D14,95,Annex (95),79402,43.6639481,-79.4185715,
9693,85677,2018-06-28T15:02:00.000Z,2018-06-28T15:02:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),79441,43.653511,-79.3718948,
9694,85691,2018-06-10T02:30:00.000Z,2018-06-10T02:40:00.000Z,Outside,1430,100,Assault,Assault,D51,75,Church-Yonge Corridor (75),79453,43.6486282,-79.3738632,
9695,85403,2018-05-10T11:15:00.000Z,2018-05-10T23:18:00.000Z,Outside,1430,100,Assault,Assault,D52,78,Kensington-Chinatown (78),79480,43.6548042,-79.3942795,
9696,85824,2018-08-06T13:00:00.000Z,2018-08-06T13:02:00.000Z,Outside,1430,100,Assault,Assault,D41,120,Clairlea-Birchmount (120),79492,43.7279472,-79.2827606,
9697,85414,2018-02-24T22:25:00.000Z,2018-02-24T22:27:00.000Z,Outside,1430,100,Assault,Assault,D54,58,Old East York (58),79493,43.6894341,-79.3488159,
9698,85484,2018-06-20T18:33:00.000Z,2018-06-20T18:33:00.000Z,Outside,1430,100,Assault,Assault,D54,58,Old East York (58),79558,43.6990318,-79.3236313,
9699,85924,2018-06-19T16:30:00.000Z,2018-06-20T14:44:00.000Z,Outside,1430,100,Assault,Assault,D51,73,Moss Park (73),79569,43.6561661,-79.3701248,
9700,85944,2018-06-06T14:47:00.000Z,2018-06-10T14:47:00.000Z,Outside,1430,100,Assault,Assault,D31,25,Glenfield-Jane Heights (25),79588,43.7393913,-79.5132217,
9701,85946,2018-08-06T00:10:00.000Z,2018-08-06T00:14:00.000Z,Outside,1430,100,Assault,Assault,D12,113,Weston (113),79590,43.7010918,-79.5121231,
9702,85984,2018-06-10T17:45:00.000Z,2018-06-10T19:49:00.000Z,Outside,1430,100,Assault,Assault,D14,79,University (79),79628,43.6638527,-79.4024124,
9703,85985,2018-06-10T17:45:00.000Z,2018-06-10T19:49:00.000Z,Outside,1430,100,Assault,Assault,D14,79,University (79),79629,43.6638527,-79.4024124,
9704,85992,2018-06-20T21:20:00.000Z,2018-06-20T21:21:00.000Z,Outside,1430,100,Assault,Assault,D43,137,Woburn (137),79636,43.7577248,-79.2352676,
9705,85997,2018-07-03T09:10:00.000Z,2018-07-03T09:10:00.000Z,Outside,1430,100,Assault,Assault,D22,16,Stonegate-Queensway (16),79641,43.628788,-79.4978943,
9706,85998,2018-05-01T00:00:00.000Z,2018-07-03T13:15:00.000Z,Outside,1430,100,Assault,Assault,D33,48,Hillcrest Village (48),79642,43.7939148,-79.3578873,
9707,86005,2018-07-13T22:23:00.000Z,2018-07-13T22:23:00.000Z,Outside,1430,100,Assault,Assault,D52,77,Waterfront Communities-The Island (77),79649,43.6419296,-79.3747101,
9708,86134,2018-08-31T01:44:00.000Z,2018-08-31T01:44:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),79661,43.6562271,-79.3487091,
9709,85721,2018-07-22T22:22:00.000Z,2018-07-22T22:37:00.000Z,Outside,1430,100,Assault,Assault,D13,107,Oakwood Village (107),79670,43.6972733,-79.4387207,
9710,85503,2018-07-03T10:20:00.000Z,2018-07-03T10:25:00.000Z,Outside,1430,100,Assault,Assault,D13,109,Caledonia-Fairbank (109),79689,43.689003,-79.4605484,
9711,85504,2018-07-09T18:00:00.000Z,2018-07-09T20:52:00.000Z,Outside,1430,100,Assault,Assault,D41,122,Birchcliffe-Cliffside (122),79690,43.6950531,-79.2631607,
9712,85520,2018-08-07T08:00:00.000Z,2018-08-07T08:06:00.000Z,Outside,1430,100,Assault,Assault,D52,76,Bay Street Corridor (76),79703,43.6500893,-79.3862915,
9713,85522,2018-08-09T06:49:00.000Z,2018-08-09T06:49:00.000Z,Outside,1430,100,Assault,Assault,D55,70,South Riverdale (70),79705,43.6540146,-79.3396683,
9714,85524,2018-08-09T15:15:00.000Z,2018-08-09T15:22:00.000Z,Outside,1430,100,Assault,Assault,D43,136,West Hill (136),79707,43.7666092,-79.1856613,
9715,85527,2018-08-24T19:15:00.000Z,2018-08-24T19:18:00.000Z,Outside,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),79710,43.7110786,-79.3993149,
9716,85567,2018-08-05T23:00:00.000Z,2018-08-06T01:05:00.000Z,Outside,1430,100,Assault,Assault,D14,77,Waterfront Communities-The Island (77),79748,43.6462326,-79.3981476,
9717,85568,2018-08-05T23:00:00.000Z,2018-08-06T01:05:00.000Z,Outside,1430,100,Assault,Assault,D14,77,Waterfront Communities-The Island (77),79749,43.6462326,-79.3981476,
9718,85580,2018-07-15T20:10:00.000Z,2018-07-15T20:16:00.000Z,Outside,1430,100,Assault,Assault,D55,62,East End-Danforth (62),79761,43.6862106,-79.2896957,
9719,85588,2018-07-15T01:30:00.000Z,2018-07-16T14:26:00.000Z,Outside,1430,100,Assault,Assault,D14,95,Annex (95),79769,43.6736908,-79.4118423,
9720,85725,2018-08-07T00:01:00.000Z,2018-08-07T00:21:00.000Z,Outside,1430,100,Assault,Assault,D22,11,Eringate-Centennial-West Deane (11),79772,43.6530304,-79.5725479,
9721,85729,2018-08-09T18:50:00.000Z,2018-08-09T18:54:00.000Z,Outside,1430,100,Assault,Assault,D51,74,North St.James Town (74),79778,43.6676369,-79.3722076,
9722,85759,2018-04-13T12:15:00.000Z,2018-04-13T12:19:00.000Z,Outside,1430,100,Assault,Assault,D55,69,Blake-Jones (69),79802,43.6729698,-79.342392,
9723,85760,2018-04-13T19:01:00.000Z,2018-04-13T19:01:00.000Z,Outside,1430,100,Assault,Assault,D54,62,East End-Danforth (62),79803,43.6894531,-79.2960587,
9724,85834,2018-08-09T13:12:00.000Z,2018-08-09T13:20:00.000Z,Outside,1430,100,Assault,Assault,D53,104,Mount Pleasant West (104),79849,43.7076035,-79.3941345,
9725,85837,2018-06-20T09:00:00.000Z,2018-06-20T09:04:00.000Z,Outside,1430,100,Assault,Assault,D11,85,South Parkdale (85),79851,43.6351929,-79.4681473,
9726,85841,2018-06-20T21:46:00.000Z,2018-06-20T21:46:00.000Z,Outside,1430,100,Assault,Assault,D53,55,Thorncliffe Park (55),79855,43.7074776,-79.3436279,
9727,85845,2018-06-28T20:20:00.000Z,2018-06-28T20:24:00.000Z,Outside,1430,100,Assault,Assault,D11,86,Roncesvalles (86),79859,43.639492,-79.4422226,
9728,85864,2018-04-23T21:16:00.000Z,2018-04-23T21:16:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),79877,43.6563301,-79.380928,
9729,85868,2018-05-06T12:30:00.000Z,2018-05-06T12:33:00.000Z,Outside,1430,100,Assault,Assault,D31,26,Downsview-Roding-CFB (26),79881,43.7209167,-79.5086365,
9730,85870,2018-05-06T22:00:00.000Z,2018-05-06T22:01:00.000Z,Outside,1430,100,Assault,Assault,D55,68,North Riverdale (68),79883,43.6654892,-79.352623,
9731,86146,2018-06-13T21:20:00.000Z,2018-06-13T21:36:00.000Z,Outside,1430,100,Assault,Assault,D32,36,Newtonbrook West (36),79926,43.7754517,-79.4350128,
9732,86148,2018-06-23T23:06:00.000Z,2018-06-23T23:30:00.000Z,Outside,1430,100,Assault,Assault,D12,30,Brookhaven-Amesbury (30),79928,43.6964302,-79.4901657,
9733,86151,2018-06-25T18:13:00.000Z,2018-06-25T18:13:00.000Z,Outside,1430,100,Assault,Assault,D52,75,Church-Yonge Corridor (75),79931,43.6563301,-79.380928,
9734,86167,2018-05-13T23:10:00.000Z,2018-05-13T23:19:00.000Z,Outside,1430,100,Assault,Assault,D32,35,Westminster-Branson (35),79947,43.7855072,-79.4487305,
9735,86195,2018-09-16T22:45:00.000Z,2018-09-16T23:00:00.000Z,Outside,1430,100,Assault,Assault,D52,95,Annex (95),79973,43.6671638,-79.4015427,
