Index_,occurrencedate,reporteddate,premisetype,ucr_code,ucr_ext,offence,MCI,Division,Hood_ID,Neighbourhood,ObjectId,Lat,Long,Postal Code
145867,2018-09-07T13:30:00.000Z,2018-09-07T18:28:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),134601,43.8050919,-79.2834015,
150831,2018-07-17T15:11:00.000Z,2018-07-17T15:11:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),139560,43.8135643,-79.273941,
148157,2018-02-21T08:00:00.000Z,2018-02-21T17:31:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),136168,43.8071899,-79.2703934,
153750,2018-02-01T09:00:00.000Z,2018-02-01T16:23:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),141349,43.8047791,-79.2848816,
153611,2018-01-02T14:40:00.000Z,2018-01-02T23:53:00.000Z,Apartment,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),141829,43.8071899,-79.2703934,
179061,2018-10-23T21:00:00.000Z,2018-10-24T04:38:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),166468,43.8002396,-79.2839355,
172669,2018-05-09T22:00:00.000Z,2018-05-10T07:25:00.000Z,Apartment,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159886,43.8048782,-79.2591019,
80495,2018-02-28T01:00:00.000Z,2018-03-10T20:07:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),74967,43.8168526,-79.2630997,
84423,2018-05-04T18:25:00.000Z,2018-05-04T18:26:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),78104,43.8120766,-79.2881317,
89518,2018-08-16T08:40:00.000Z,2018-08-16T08:48:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),82012,43.8078499,-79.2625809,
89043,2018-10-18T13:20:00.000Z,2018-10-18T13:20:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),82339,43.806469,-79.2564163,
90662,2018-01-08T18:00:00.000Z,2018-01-09T15:27:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),83206,43.8027191,-79.2822571,
91301,2018-12-01T03:30:00.000Z,2018-12-01T03:41:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),84231,43.8110161,-79.2843399,
92553,2018-12-08T17:30:00.000Z,2018-12-08T19:40:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),85142,43.811718,-79.2808151,
92554,2018-12-08T17:30:00.000Z,2018-12-08T19:40:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),85143,43.811718,-79.2808151,
92421,2018-12-17T08:30:00.000Z,2018-12-17T08:49:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),85772,43.7981644,-79.2756042,
95651,2018-06-01T16:07:00.000Z,2018-06-01T16:07:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),88634,43.8106232,-79.2815933,
98731,2018-08-05T22:00:00.000Z,2018-08-05T22:32:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),91255,43.8046036,-79.2692947,
99493,2018-04-29T18:40:00.000Z,2018-04-29T18:40:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),91572,43.8007584,-79.2811813,
97955,2018-01-19T14:27:00.000Z,2018-01-19T14:27:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),90020,43.8110161,-79.2843399,
102032,2018-07-26T18:22:00.000Z,2018-07-26T18:22:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),94654,43.811718,-79.2808151,
116141,2018-12-31T13:25:00.000Z,2018-12-31T13:25:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),107668,43.8026085,-79.2621689,
137121,2018-03-29T13:49:00.000Z,2018-03-29T13:49:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),126725,43.8062019,-79.2817383,
144063,2018-02-20T12:19:00.000Z,2018-04-01T12:19:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),133694,43.8072586,-79.260437,
144064,2018-02-20T12:19:00.000Z,2018-04-01T12:19:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),133695,43.8072586,-79.260437,
150043,2018-06-08T18:04:00.000Z,2018-06-08T18:04:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),138247,43.8072586,-79.260437,
150044,2018-06-08T18:04:00.000Z,2018-06-08T18:04:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),138250,43.8072586,-79.260437,
150396,2018-03-01T08:00:00.000Z,2018-05-23T11:21:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),138680,43.8059158,-79.2826996,
151027,2018-08-16T08:00:00.000Z,2018-08-16T18:15:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),139417,43.8078499,-79.2625809,
147597,2018-07-12T20:00:00.000Z,2018-07-18T13:25:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),136360,43.8070526,-79.2888031,
160076,2018-07-20T09:30:00.000Z,2018-07-20T09:44:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),147365,43.8123207,-79.2686844,
161195,2018-04-25T14:31:00.000Z,2018-04-25T14:31:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),148041,43.8080292,-79.2665024,
160678,2018-10-12T18:45:00.000Z,2018-10-12T18:50:00.000Z,House,1430,100,Assault,Assault,D42,129,Agincourt North (129),148958,43.8078117,-79.2841568,
79571,2018-03-30T16:00:00.000Z,2018-03-30T18:18:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),73235,43.8111191,-79.2615738,
94478,2018-02-24T23:23:00.000Z,2018-02-25T02:47:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),87373,43.8143654,-79.2740326,
95648,2018-06-01T16:07:00.000Z,2018-06-01T16:07:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),88631,43.8106232,-79.2815933,
95649,2018-06-01T16:07:00.000Z,2018-06-01T16:07:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),88632,43.8106232,-79.2815933,
95650,2018-06-01T16:07:00.000Z,2018-06-01T16:07:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),88633,43.8106232,-79.2815933,
147596,2018-07-12T20:00:00.000Z,2018-07-18T13:25:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),136359,43.8070526,-79.2888031,
158985,2018-02-08T12:28:00.000Z,2018-02-08T12:28:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),146375,43.7974091,-79.281662,
158986,2018-02-08T12:28:00.000Z,2018-02-08T12:28:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),146376,43.7974091,-79.281662,
158987,2018-02-08T12:28:00.000Z,2018-02-08T12:28:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),146377,43.7974091,-79.281662,
158988,2018-02-08T12:28:00.000Z,2018-02-08T12:28:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),146378,43.7974091,-79.281662,
154670,2018-01-19T07:40:00.000Z,2018-01-19T07:41:00.000Z,House,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),142937,43.8110161,-79.2843399,
17047,2018-05-16T02:39:00.000Z,2018-05-16T12:10:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),15989,43.8101273,-79.2640762,
19040,2018-11-09T14:00:00.000Z,2018-11-18T17:30:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),17572,43.8135643,-79.273941,
18514,2018-10-17T10:10:00.000Z,2018-10-17T18:46:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),17649,43.8025169,-79.2788773,
18183,2018-10-17T09:30:00.000Z,2018-10-17T13:23:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),16471,43.8032913,-79.2800751,
17779,2018-08-30T09:45:00.000Z,2018-08-31T17:47:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),16870,43.7999268,-79.2711182,
20789,2018-09-27T14:50:00.000Z,2018-09-27T15:32:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),19865,43.7990837,-79.2642593,
20087,2018-04-09T13:37:00.000Z,2018-04-09T14:38:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),18144,43.806221,-79.2855301,
20251,2018-05-27T16:30:00.000Z,2018-05-28T16:56:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),18752,43.8143654,-79.2740326,
31436,2018-06-13T09:00:00.000Z,2018-06-13T20:46:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),28059,43.8012848,-79.2702942,
31344,2018-06-22T13:30:00.000Z,2018-06-22T22:19:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),28563,43.8138733,-79.2663574,
30620,2018-02-06T10:00:00.000Z,2018-02-06T18:06:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),28610,43.8110161,-79.2843399,
32469,2018-12-11T18:00:00.000Z,2018-12-16T11:15:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),29593,43.8007584,-79.2811813,
32517,2018-12-22T17:05:00.000Z,2018-12-22T19:50:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),29624,43.8035812,-79.2807388,
81535,2018-03-06T14:30:00.000Z,2018-03-06T20:42:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),75862,43.8120766,-79.2881317,
84189,2018-05-07T12:30:00.000Z,2018-05-07T16:13:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),77807,43.807003,-79.2628403,
84559,2018-05-10T11:30:00.000Z,2018-05-10T13:03:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),78926,43.8107033,-79.2624664,
88075,2018-06-22T13:30:00.000Z,2018-06-22T22:19:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),81057,43.8138733,-79.2663574,
88447,2018-07-06T10:16:00.000Z,2018-07-06T13:03:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),81937,43.7981644,-79.2756042,
86660,2018-05-25T10:30:00.000Z,2018-05-25T20:59:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),80129,43.8019142,-79.2795868,
88635,2018-08-14T10:16:00.000Z,2018-08-14T14:00:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),82736,43.800045,-79.2847061,
89931,2018-09-07T08:30:00.000Z,2018-09-07T21:11:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),83923,43.8014336,-79.2637787,
90719,2018-11-23T17:30:00.000Z,2018-11-24T14:12:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),84646,43.7991982,-79.271431,
92689,2018-12-05T12:00:00.000Z,2018-12-05T18:28:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),85419,43.8046646,-79.2630157,
94943,2018-03-05T00:00:00.000Z,2018-03-09T07:32:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),87250,43.7990837,-79.2642593,
95855,2018-06-21T12:00:00.000Z,2018-06-21T16:13:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),88071,43.8101883,-79.2642059,
96231,2018-01-17T09:30:00.000Z,2018-01-17T15:27:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),88743,43.8142586,-79.2683411,
107057,2018-11-22T11:00:00.000Z,2018-11-22T17:02:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),98524,43.812912,-79.2756882,
108821,2018-11-14T11:00:00.000Z,2018-11-14T23:54:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),100753,43.8002319,-79.2803497,
139032,2018-06-07T13:30:00.000Z,2018-06-07T16:42:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),128519,43.8131332,-79.26651,
145967,2018-06-22T13:30:00.000Z,2018-06-22T22:19:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),134047,43.8138733,-79.2663574,
145238,2018-05-25T12:30:00.000Z,2018-05-25T13:50:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),134824,43.8046379,-79.2719574,
149665,2018-05-22T04:00:00.000Z,2018-05-24T08:47:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),138790,43.8082008,-79.2579346,
93610,2018-04-12T09:20:00.000Z,2018-04-12T15:09:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),86323,43.8046036,-79.2692947,
147567,2018-12-18T15:05:00.000Z,2018-12-18T22:28:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),136330,43.8027191,-79.2822571,
147971,2018-01-23T22:48:00.000Z,2018-01-23T23:47:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),136790,43.8104897,-79.2830429,
152890,2018-08-22T05:15:00.000Z,2018-08-22T05:57:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),141178,43.8009491,-79.268631,
160598,2018-10-22T14:24:00.000Z,2018-10-22T14:24:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),147472,43.8012238,-79.2755127,
159780,2018-07-11T13:45:00.000Z,2018-07-11T17:43:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),147528,43.8055458,-79.2685699,
159570,2018-06-01T09:00:00.000Z,2018-06-01T12:44:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),147752,43.8001938,-79.2829285,
141599,2018-10-17T11:00:00.000Z,2018-10-17T18:08:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),130022,43.8027191,-79.2822571,
141339,2018-01-24T16:30:00.000Z,2018-01-24T20:35:00.000Z,House,2120,200,B&E,Break and Enter,D42,129,Agincourt North (129),130090,43.8005295,-79.2660522,
21937,2018-10-17T08:30:00.000Z,2018-10-17T14:50:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),20871,43.8019142,-79.2795868,
32754,2018-06-07T11:15:00.000Z,2018-06-08T01:12:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),29260,43.8051376,-79.2653275,
80321,2018-03-06T13:00:00.000Z,2018-03-06T16:11:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),74239,43.8027496,-79.2858734,
87494,2018-10-16T12:00:00.000Z,2018-10-16T21:50:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),80790,43.8002319,-79.2803497,
90757,2018-09-11T18:40:00.000Z,2018-09-11T18:40:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),84915,43.8135185,-79.2816467,
98819,2018-08-27T18:00:00.000Z,2018-08-27T21:02:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),91731,43.7974091,-79.281662,
155230,2018-08-04T21:34:00.000Z,2018-08-04T21:34:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),143059,43.8141022,-79.2653427,
153486,2018-12-14T12:00:00.000Z,2018-12-14T14:16:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),141067,43.8104897,-79.2830429,
156702,2018-08-11T14:40:00.000Z,2018-08-11T18:59:00.000Z,House,2120,220,B&E W'Intent,Break and Enter,D42,129,Agincourt North (129),144100,43.806221,-79.2855301,
79570,2018-03-30T16:00:00.000Z,2018-03-30T18:18:00.000Z,House,1457,100,Pointing A Firearm,Assault,D42,129,Agincourt North (129),73234,43.8111191,-79.2615738,
147595,2018-07-12T20:00:00.000Z,2018-07-18T13:25:00.000Z,House,1457,100,Pointing A Firearm,Assault,D42,129,Agincourt North (129),136358,43.8070526,-79.2888031,
104641,2018-09-26T18:50:00.000Z,2018-09-27T20:52:00.000Z,House,1610,170,Robbery - Delivery Person,Robbery,D42,129,Agincourt North (129),96982,43.8073082,-79.2849503,
85589,2018-07-16T19:30:00.000Z,2018-07-16T20:59:00.000Z,House,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),79770,43.8123207,-79.2686844,
168175,2018-01-24T21:00:00.000Z,2018-01-25T08:38:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),155855,43.8065681,-79.2630463,
164600,2018-09-11T19:00:00.000Z,2018-09-12T07:03:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),151203,43.8143921,-79.2694473,
163890,2018-08-10T23:30:00.000Z,2018-08-11T10:16:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),151530,43.8014297,-79.2746964,
166650,2018-08-02T22:00:00.000Z,2018-08-03T06:21:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),153391,43.8048782,-79.2591019,
166651,2018-08-02T22:00:00.000Z,2018-08-03T06:21:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),153392,43.8048782,-79.2591019,
169451,2018-08-12T04:30:00.000Z,2018-08-12T09:12:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),156721,43.8105774,-79.2650146,
169582,2018-05-11T23:00:00.000Z,2018-05-12T09:25:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),156752,43.8148041,-79.2672501,
167125,2018-11-12T22:00:00.000Z,2018-11-13T10:49:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),154228,43.8101883,-79.2642059,
166967,2018-10-16T23:00:00.000Z,2018-10-17T14:55:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),154718,43.8007927,-79.2771835,
173087,2018-12-02T19:30:00.000Z,2018-12-03T06:04:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),160228,43.8111038,-79.2846069,
173144,2018-11-29T22:30:00.000Z,2018-11-30T12:49:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),160614,43.8157043,-79.2652283,
175459,2018-06-30T02:00:00.000Z,2018-06-30T08:05:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),162441,43.8168526,-79.2630997,
175165,2018-06-06T06:55:00.000Z,2018-06-06T06:55:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),162886,43.806591,-79.2598648,
179748,2018-01-31T16:00:00.000Z,2018-02-01T10:36:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),166070,43.8072586,-79.260437,
179889,2018-12-03T01:00:00.000Z,2018-12-03T10:35:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),166675,43.7931137,-79.2710342,
176514,2018-06-22T23:00:00.000Z,2018-06-23T17:31:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),163559,43.8053322,-79.2644196,
177959,2018-07-29T01:30:00.000Z,2018-07-29T06:20:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),164189,43.8111191,-79.2615738,
176971,2018-07-13T02:00:00.000Z,2018-07-13T08:53:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),164321,43.807003,-79.2628403,
171224,2018-04-02T22:30:00.000Z,2018-04-03T10:28:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),158343,43.8123283,-79.2774048,
171075,2018-01-21T03:09:00.000Z,2018-01-21T03:09:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),158795,43.8110619,-79.279747,
174171,2018-05-29T19:30:00.000Z,2018-05-30T07:15:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),161150,43.7999992,-79.2765121,
172383,2018-03-05T20:00:00.000Z,2018-03-06T03:37:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159635,43.8027191,-79.2822571,
172570,2018-02-07T22:00:00.000Z,2018-02-08T07:07:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159718,43.8118706,-79.2890854,
172606,2018-04-11T20:00:00.000Z,2018-04-12T07:28:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159754,43.8135185,-79.2816467,
172673,2018-05-12T22:00:00.000Z,2018-05-13T10:43:00.000Z,House,2135,210,Theft Of Motor Vehicle,Auto Theft,D42,129,Agincourt North (129),159890,43.7990837,-79.2642593,
80298,2018-02-15T04:00:00.000Z,2018-02-15T04:24:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),74204,43.8046455,-79.2821503,
80384,2018-03-13T11:54:00.000Z,2018-03-13T11:54:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),74678,43.8037529,-79.286293,
84036,2018-05-03T12:39:00.000Z,2018-05-03T12:39:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),77130,43.8071899,-79.2703934,
82939,2018-07-08T00:27:00.000Z,2018-07-08T01:59:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),76466,43.8080292,-79.2665024,
84416,2018-05-03T11:39:00.000Z,2018-05-03T11:39:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),78704,43.7984085,-79.2733688,
84417,2018-05-03T11:39:00.000Z,2018-05-03T11:39:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),78705,43.7984085,-79.2733688,
89809,2018-10-13T19:33:00.000Z,2018-10-13T19:33:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),83544,43.8071213,-79.2555161,
90431,2018-09-14T21:00:00.000Z,2018-09-14T21:59:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),83965,43.8080292,-79.2665024,
91440,2018-10-20T15:00:00.000Z,2018-10-24T16:40:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),84299,43.8071899,-79.2703934,
91732,2018-10-29T15:30:00.000Z,2018-10-29T16:57:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),84806,43.806591,-79.2598648,
94442,2018-04-03T19:25:00.000Z,2018-04-03T19:25:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),87919,43.7970619,-79.2834396,
95313,2018-04-23T20:30:00.000Z,2018-04-25T12:30:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),88119,43.8088264,-79.2627792,
108449,2018-12-13T13:00:00.000Z,2018-12-13T13:05:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),100122,43.7986755,-79.2625732,
145618,2018-09-15T17:07:00.000Z,2018-09-15T17:07:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),134370,43.7961273,-79.2615128,
143522,2018-03-17T13:19:00.000Z,2018-03-17T13:19:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),132901,43.8080292,-79.2665024,
144499,2018-12-01T11:57:00.000Z,2018-12-01T11:57:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),133789,43.8071899,-79.2703934,
147550,2018-04-01T00:00:00.000Z,2018-07-21T00:48:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),136313,43.8053322,-79.2644196,
135695,2018-01-29T19:10:00.000Z,2018-01-29T19:20:00.000Z,Outside,1430,100,Assault,Assault,D42,129,Agincourt North (129),125591,43.7986755,-79.2625732,
17930,2018-03-17T13:19:00.000Z,2018-03-17T13:19:00.000Z,Outside,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),16739,43.8051376,-79.2653275,
20786,2018-09-21T17:45:00.000Z,2018-09-21T17:52:00.000Z,Outside,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),19862,43.8088264,-79.2627792,
143521,2018-03-17T13:19:00.000Z,2018-03-17T13:19:00.000Z,Outside,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),132900,43.8080292,-79.2665024,
140801,2018-02-11T23:19:00.000Z,2018-02-11T23:19:00.000Z,Outside,1420,100,Assault With Weapon,Assault,D42,129,Agincourt North (129),130930,43.799057,-79.2843094,
90212,2018-11-25T13:29:00.000Z,2018-11-25T13:34:00.000Z,Outside,1610,170,Robbery - Delivery Person,Robbery,D42,129,Agincourt North (129),83434,43.8071899,-79.2703934,
18193,2018-08-19T13:00:00.000Z,2018-08-26T19:37:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),16478,43.8080292,-79.2665024,
20148,2018-11-11T21:56:00.000Z,2018-11-11T21:56:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),18201,43.8057098,-79.2773972,
20022,2018-02-20T19:35:00.000Z,2018-02-20T19:40:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),18963,43.8036003,-79.2817841,
84891,2018-02-22T19:49:00.000Z,2018-02-22T19:51:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),78743,43.8062515,-79.2882385,
87540,2018-08-23T23:50:00.000Z,2018-08-24T16:30:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),81396,43.8071899,-79.2703934,
92699,2018-12-04T12:58:00.000Z,2018-12-04T12:58:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),85429,43.8046036,-79.2692947,
100713,2018-07-10T12:15:00.000Z,2018-07-10T12:17:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),93015,43.8037529,-79.286293,
110005,2018-11-29T19:00:00.000Z,2018-11-29T19:16:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),101340,43.7995491,-79.266716,
110006,2018-11-29T19:00:00.000Z,2018-11-29T19:16:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),101341,43.7995491,-79.266716,
153313,2018-12-03T15:15:00.000Z,2018-12-03T18:49:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),141139,43.8071899,-79.2703934,
153314,2018-12-03T15:15:00.000Z,2018-12-03T18:49:00.000Z,Outside,1610,200,Robbery - Mugging,Robbery,D42,129,Agincourt North (129),141148,43.8071899,-79.2703934,
